reviewContent,ground_truth_aspects
ভালো অবস্থায় পেয়েছি।,
আসল এবং অক্ষত পণ্য।,product
আলহামদুলিল্লাহ সন্তুষ্ট।,
খুব ভালো মূল্যে।,price
"ভালো অবস্থায় পেয়েছি, ধন্যবাদ।",
বেশ ভালো সন্তুষ্ট 😊,
প্রস্তাবিত পণ্য।,product
ভালো প্রোডাক্ট। দ্রুত ডেলিভারি পেয়েছি।,"product, delivery"
ঠিক মতো পেয়েছি ধন্যবাদ সেলার ভাইকে ডেলিভারি যিনি দিয়েছেন সেই ভাইকে ও অনেক ধন্যবাদ।,"seller, rider"
Good😉✌️,
ঠিক মতো পেয়েছি ধন্যবাদ সেলার ভাই ও রাইডার ভাইকে।,"seller, rider"
"আমি আর কি বলবো, আমি দারাজের নিয়মিত কাস্টমার । সব কিছু ভালো তাই বারবার নিতে আসি দারাজে। ধন্যবাদ সেলার এবং দারাজ ","product, service, seller"
দারাজ মার্ট এর প্রডাক্ট নিয়ে বলার কিছু নাই।সব সময় ফ্রেশ প্রডাক্ট ই পাওয়া যায় সাথে দাম টাও বাজার থেকে কম।,"product, service, price"
"পণ্যটি ভালো ছিল । 
দ্রুত ডেলিভারি দিয়েছে । 
প্যাকেজিং ভালো ছিল। 
বিক্রেতাকে ধন্যবাদ
ছবিতে যে রকম দেওয়া আছে সেরকম পণ্যই দেওয়া হয়েছে","product, delivery, packaging, seller"
"খুব ভালো পণ্য, খুব পছন্দ হয়েছে, প্যাকেজিং টাও খুব ভাল ছিল, যথাসময়ে হাতে পেয়েছি, সেলারের ব্যাবসায়িক সফলতা কামনা করছি, ধন্যবাদ সেলার এবং দারাজ পুরো পরিবারকে।","product, delivery, packaging, seller"
বাজারের  দামেই দাম কিন্তু এইখানে আবার ডেলিভারি খরচ দিতে হয়। যে কারনে বাজার দামের চাইতে দারাজে আরো দাম বেশি হয়ে যায়।  আশা করি দারাজ বিষয়টি বিবেচনায় আনবে।,price
"আজকে এক সুপার শপে বাজার করতে গিয়ে দেখি এই স্যুপের প্যাকেট ৪০ টাকা !! দেখে সত্যিই খুব আশাহত হলাম। কারণ দারাজ থেকে দীর্ঘদিন যাবৎ কেনাকাটা করে আসছি এবং সেই বিশ্বাসের ওপর ভিত্তি করেই বাজারমূল্য না দেখে দারাজে এই সেলারের থেকে অর্ডার করি ৪১ টাকা করে প্রতি প্যাকেট স্যুপ। সাধারণ দোকানের চেয়ে যেখানে এক টাকা কম হওয়ার কথা সেখানে এনারা এক টাকা বেশিই নিচ্ছে।

 ডেলিভারি চার্জ এর কথা আর নাই বা বললাম 🙂",price
"সুন্দর প্যাকেজিং এবং দ্রুত ডেলিভারি। পণ্য ভালো অবস্থায় ছিল এবং মেয়াদ উত্তীর্ণ হবার ৫ এবং অর্ধ মাস বাকি ছিল। আরও দুটি পণ্যের সাথে অর্ডার করেছিলাম। ভেবেছিলাম সবগুলো একসাথে আসবে, কিন্তু এটি আগে এসে গেল, যদিও সবগুলো ডিমার্ট থেকে একই সময়ে অর্ডার করেছিলাম। যাই হোক, সার্বিকভাবে এটি ভালো ছিল।","product, delivery, packaging, shelf"
